ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S0121-75772014000100002-col","INVESTIGACIÓN EN LA FACULTAD DE CIENCIAS PARA LA SALUD, UNIVERSIDAD DE CALDAS (COLOMBIA), EN EL CONTEXTO IBEROAMERICANO","González-Correa, Carlos Augusto, González-Correa, Clara Helena","Hacia la Promoción de la Salud; 19(1); 13-24","Hacia la Promoción de la Salud","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-75772014000100002&lang=pt" 
"S2307-21132014000200004-cub","Análisis biotecnológico de Latinoamérica a través de las patentes en Inmunología","Campos Jiménez, Elena, Campos Ferrer, Adolfo","Revista Cubana de Información en Ciencias de la Salud; 25(2); 172-182","Revista Cubana de Información en Ciencias de la Salud","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2307-21132014000200004&lang=pt" 
"S0038-23532014000300014-sza","Water research paradigm shifts in South Africa","Siebrits, Raymond, Winter, Kevin, Jacobs, Inga","South African Journal of Science; 110(5-6); 01-09","South African Journal of Science","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532014000300014&lang=pt" 
"S0718-07642014000600018-chl","La Literatura Científica en Ciencias Empresariales: un Análisis Comparativo entre Chile y Brasil","Ramírez, Patricio E, Mariano, Ari M","Información tecnológica; 25(6); 157-162","Información tecnológica","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07642014000600018&lang=pt" 
"S0103-37862013000300002-scl","Novas experiências para apresentação, acesso e leitura de artigos científicos digitais na web","Ambinder, Déborah Motta, Marcondes, Carlos Henrique","Transinformação; 25(3); 195-201","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300002&lang=pt" 
"S0123-91552013000200003-col","ANÁLISIS CIENCIOMÉTRICO DE INVESTIGACIONES CON PERSPECTIVA FEMINISTA","HERNÁNDEZ-POZO, MARÍA DEL ROCÍO, FERNÁNDEZ RIUS, LOURDES ELENA","Acta Colombiana de Psicología; 16(2); 31-46","Acta Colombiana de Psicología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552013000200003&lang=pt" 
"S1657-92672013000400022-col","A produção científica da Psicologia brasileira acerca do desemprego","Coelho-Lima, Fellipe, Freire Costa, Ana Ludmila, Bendassolli, Pedro F","Universitas Psychologica; 12(4); 1283-1299","Universitas Psychologica","Português","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672013000400022&lang=pt" 
"S0034-72802013000500004-scl","Influência do DNA mitocondrial no glaucoma primário de ângulo aberto sob a visão da cienciometria","Reis, Leonardo Mariano, Silva, Rodrigo Egídio da, Rodrigues, Francisco Weliton","Revista Brasileira de Oftalmologia; 72(5); 301-306","Revista Brasileira de Oftalmologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802013000500004&lang=pt" 
"S1413-24782013000200013-scl","Diálogo sobre cientometria, mal-estar na academia e a polêmica do produtivismo","Vilaça, Murilo Mariano, Palma, Alexandre","Revista Brasileira de Educação; 18(53); 467-484","Revista Brasileira de Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782013000200013&lang=pt" 
"S1516-14392013000300014-scl","Assessing nanocellulose developments using science and technology indicators","Milanez, Douglas Henrique, Amaral, Roniberto Morato do, Faria, Leandro Innocentini Lopes de, Gregolin, José Angelo Rodrigues","Materials Research; 16(3); 635-641","Materials Research","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392013000300014&lang=pt" 
"S0187-358X2013000100003-mex","Enfoques metodológicos para identificar y caracterizar la investigación mexicana en química en bases de datos bibliográficas","Hernández García, Yoscelina, Kleiche Dray, Mina, Russell, Jane M.","Investigación bibliotecológica; 27(59); 35-66","Investigación bibliotecológica","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2013000100003&lang=pt" 
"S0120-09762013000100001-col","Sociología de la Ciencia y Cienciometría: Una revisión de las teorías subyacentes","Vélez Cuartas, Gabriel","Revista Interamericana de Bibliotecología; 36(1); 11-24","Revista Interamericana de Bibliotecología","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-09762013000100001&lang=pt" 
"S0100-736X2013000200012-scl","Perfil dos bolsistas de produtividade do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) na área de Medicina Veterinária","Spilki, Fernando Rosado","Pesquisa Veterinária Brasileira; 33(2); 205-213","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000200012&lang=pt" 
"S0718-27242013000300008-chl","El Valor de la Tecnología: Enfoques Novedosos para su Determinación","Jiménez, Claudia-Nelcy, Castellanos, Oscar","Journal of technology management &amp; innovation; 8(); 8-8","Journal of technology management &amp; innovation","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300008&lang=pt" 
"S0038-23532013000400016-sza","Scientific research in the natural sciences in South Africa: A scientometric study","Sooryamoorthy, Radhamany","South African Journal of Science; 109(7-8); 01-11","South African Journal of Science","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532013000400016&lang=pt" 
"S0718-48082013000300011-chl","Principales Tendencias Iberoamericanas en Psicología Clínica: Un Estudio Basado en la Evidencia Científica","Lillo, Sebastián, Martini, Natalia","Terapia psicológica; 31(3); 363-371","Terapia psicológica","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082013000300011&lang=pt" 
"S1519-69842012000500007-scl","Use of ecological niche models to predict the distribution of invasive species: a scientometric analysis","Barbosa, FG., Schneck, F., Melo, AS.","Brazilian Journal of Biology; 72(4); 821-829","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000500007&lang=pt" 
"S0718-27242012000300015-chl","Assessment of Non-Financial Criteria in the Selection of Investment Projects for Seed Capital Funding: the Contribution of Scientometrics and Patentometrics","da Silva Motta, Gustavo, Hermida Quintella, Rogério","Journal of technology management &amp; innovation; 7(3); 172-197","Journal of technology management &amp; innovation","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242012000300015&lang=pt" 
"S1024-94352012000300001-cub","Sistematicidad en la evaluación de la actividad científica desde una perspectiva cienciométrica","ARENCIBIA JORGE, RICARDO","ACIMED; 23(3); 215-218","ACIMED","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352012000300001&lang=pt" 
"S0102-76382012000300006-scl","Proposta de um índice cientométrico individual, com ênfase na ponderação positiva da participação do primeiro autor: índice h-fac","Gregori Júnior, Francisco, Godoy, Moacir Fernandes de, Gregori, Francisco Ferreira","Brazilian Journal of Cardiovascular Surgery; 27(3); 370-376","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382012000300006&lang=pt" 
"S1413-81232012000600025-scl","Profile of Brazilian scientific production on A/H1N1 pandemic influenza","Luchs, Adriana","Ciência &amp; Saúde Coletiva; 17(6); 1629-1634","Ciência &amp; Saúde Coletiva","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232012000600025&lang=pt" 
"S1413-81232012000600025-spa","Profile of Brazilian scientific production on A/H1N1 pandemic influenza","Luchs, Adriana","Ciência &amp; Saúde Coletiva; 17(6); 1629-1634","Ciência &amp; Saúde Coletiva","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000600025&lang=pt" 
"S2179-975X2012000100002-scl","Net cages in fish farming: a scientometric analysis","Dias, Juliana Déo, Simões, Nadson Ressyé, Bonecker, Cláudia Costa","Acta Limnologica Brasiliensia; 24(1); 12-17","Acta Limnologica Brasiliensia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2012000100002&lang=pt" 
"S0864-34662012000500007-cub","Patrones de especialización de la investigación cubana en salud","Arencibia Jorge, Ricardo, Vega Almeida, Rosa Lidia, Chinchilla Rodríguez, Zaida, Corera Álvarez, Elena, de Moya Anegón, Félix","Revista Cubana de Salud Pública; 38(); 734-747","Revista Cubana de Salud Pública","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-34662012000500007&lang=pt" 
"S0864-34662012000500007-spa","Patrones de especialización de la investigación cubana en salud","Arencibia Jorge, Ricardo, Vega Almeida, Rosa Lidia, Chinchilla Rodríguez, Zaida, Corera Álvarez, Elena, de Moya Anegón, Félix","Revista Cubana de Salud Pública; 38(); 734-747","Revista Cubana de Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662012000500007&lang=pt" 
"S0038-23532012000400016-sza","Science in South Africa: the dawn of a renaissance?","Pouris, Anastassios","South African Journal of Science; 108(7-8); 83-89","South African Journal of Science","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532012000400016&lang=pt" 
"S0103-37862011000300003-scl","Produção de trabalhos científicos em eventos nacionais da área de ciência da informação","Arboit, Aline Elis, Bufrem, Leilah Santiago","Transinformação; 23(3); 207-217","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000300003&lang=pt" 
"S0034-74182011000200007-col","Contribution of Iranian chemists in research activities, on the occasion of the International Year of Chemistry","Khoubnasabjafari, Maryam, Sadeghifar, Eliza, Khalili, Majid, Vaez-Gharamaleki, Jalil, Jouyban, Abolghasem","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(2); 240-260","Revista Colombiana de Ciencias Químico - Farmacéuticas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000200007&lang=pt" 
"S0025-76802011000700017-arg","El factor de impacto, sus variantes y su influencia en la promoción académica","Puche, Rodolfo C.","Medicina (Buenos Aires); 71(5); 484-489","Medicina (Buenos Aires)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0025-76802011000700017&lang=pt" 
"S1413-99362011000300005-scl","A produção Brasileira em Ciência da Informação no exterior como reflexo de institucionalização científica","Arboit, Aline Elis, Bufrem, Leilah Santiago, González, José Antonio Moreiro","Perspectivas em Ciência da Informação; 16(3); 75-92","Perspectivas em Ciência da Informação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362011000300005&lang=pt" 
"S0100-879X2011000800002-scl","Citations to papers from Brazilian institutions: a more effective indicator to assess productivity and the impact of research in graduate programs","Meneghini, R.","Brazilian Journal of Medical and Biological Research; 44(8); 738-747","Brazilian Journal of Medical and Biological Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2011000800002&lang=pt" 
"S0716-078X2011000200007-chl","¿Sigue la producción de artículos ISI de los ecólogos chilenos (sensu lato) la ley de Lotka (1926)?","RAU, JAIME R","Revista chilena de historia natural; 84(2); 213-216","Revista chilena de historia natural","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2011000200007&lang=pt" 
"S1413-99362011000200010-scl","Co-autoria em artigos e patentes: um estudo da interação entre a produção científica e tecnológica","Moura, Ana Maria Mielniczuk de, Caregnato, Sonia Elisa","Perspectivas em Ciência da Informação; 16(2); 153-167","Perspectivas em Ciência da Informação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362011000200010&lang=pt" 
"S0123-77992011000100009-col","La Gestión de Tecnologías Emergentes en el Ámbito Universitario","Jiménez-Hernández, Claudia N., Castellanos-Domínguez, Oscar F., Villa-Enciso, Eliana M.","Tecno Lógicas; (26); 145-163","Tecno Lógicas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-77992011000100009&lang=pt" 
"S1413-294X2011000100003-scl","","López, Wilson López, Silva, Luis Manuel, García-Cepero, María Caridad, Bustamante, María Constanza Aguilar, López, Eduardo Aguado","Estudos de Psicologia (Natal); 16(1); 17-22","Estudos de Psicologia (Natal)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-294X2011000100003&lang=pt" 
"S1139-76322011000100006-esp","Aproximación al &quot;impacto&quot; de las revistas biomédicas en Pediatría: estudio de los indicadores bibliométricos en Journal Citation Reports-Science Citation Index 2009","González de Dios, J., González Alcaide, G., Valderrama-Zurián, J.C., Aleixandre-Benavent, R.","Pediatría Atención Primaria; 13(49); 63-82","Pediatría Atención Primaria","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322011000100006&lang=pt" 
"S0073-47212010000400019-scl","Global literature of fiddler crabs, genus Uca (Decapoda, Ocypodidae): trends and future directions","Nabout, João C., Bini, Luis M., Diniz-Filho, José A. F.","Iheringia. Série Zoologia; 100(4); 463-468","Iheringia. Série Zoologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212010000400019&lang=pt" 
"S1024-94352010000300005-cub","SCImago Journal &amp; Country Rank, una plataforma para la evaluación del comportamiento de la ciencia según fuentes documentales y países","Cañedo Andalia, Rubén, Dorta Contreras, Alberto Juan","ACIMED; 21(3); 310-320","ACIMED","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352010000300005&lang=pt" 
"S1984-46702010000400002-scl","Pitfalls of artificial grouping and stratification of scientific journals based on their Impact Factor: a case study in Brazilian Zoology","Machado, Fábio A., Zaher, Hussam","Zoologia (Curitiba); 27(4); 493-502","Zoologia (Curitiba)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702010000400002&lang=pt" 
"S1413-99362010000200004-scl","Colaboração científica: revisão teórico-conceitual","Vanz, Samile Andrea de Souza, Stumpf, Ida Regina Chittó","Perspectivas em Ciência da Informação; 15(2); 42-55","Perspectivas em Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362010000200004&lang=pt" 
"S1413-99362010000200013-scl","Visibilidade e monitoramento científico na área nuclear e ciências relacionadas: uma perspectiva a partir da produtividade do IPEN-CNEN/SP","Pinto, Adilson Luiz, Igami, Mery P. Zamudio, Bressiani, José Carlos","Perspectivas em Ciência da Informação; 15(2); 198-218","Perspectivas em Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362010000200013&lang=pt" 
"S0120-00112010000300005-col","INVESTIGACIÓN CLÍNICA EN FONOAUDIOLOGÍA: ANÁLISIS DE LA LITERATURA CIENTÍFICA 2005-2009","Hernández-Jaramillo, Janeth, Cruz-Velandia, Israel, Torres-Narváez, Martha","Revista de la Facultad de Medicina; 58(3); 204-213","Revista de la Facultad de Medicina","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00112010000300005&lang=pt" 
"S1679-39512010000200007-scl","The development of institutional theory in the field of organization studies in Brazil","Guarido Filho, Edson Ronaldo, Machado-da-Silva, Clóvis L.","Cadernos EBAPE.BR; 8(2); 278-301","Cadernos EBAPE.BR","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200007&lang=pt" 
"S1807-76922010000200003-scl","The social and intellectual dimensions in the construction of scientific knowledge: the institutional theory in organization studies in Brazil","Guarido Filho, Edson Ronaldo, Machado-da-Silva, Clóvis L., Rossoni, Luciano","BAR - Brazilian Administration Review; 7(2); 136-154","BAR - Brazilian Administration Review","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922010000200003&lang=pt" 
"S1413-99362009000300006-scl","Análise cientométrica dos periódicos em Ciências da Saúde e áreas correlatas disponíveis no Portal de Periódicos da Capes","Martins, Cláudia Araújo, Braile, Domingo Marcolino","Perspectivas em Ciência da Informação; 14(3); 75-93","Perspectivas em Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362009000300006&lang=pt" 
"S0103-37862009000300005-scl","Considerações sobre as relações entre a análise de citação e a pesquisa científica colaborativa","Teixeira, Márcia de Oliveira, Machado, Carlos José Saldanha, Filipecki, Ana Tereza Pinto, Hasenclever, Lia, Klein, Helena Espellet","Transinformação; 21(3); 225-234","Transinformação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862009000300005&lang=pt" 
"S0120-56092009000200020-col","Manufactura biológica e inteligente: atributos de la vida aplicados al desarrollo tecnológico","Jiménez Hernández, Claudia Nelcy, Castellanos Domínguez, Oscar Fernando, Montoya Restrepo, Luz Alexandra","Ingeniería e Investigación; 29(2); 127-134","Ingeniería e Investigación","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092009000200020&lang=pt" 
"S0102-33062009000200032-scl","A profile of the impact of Acta Botanica Brasilica: reflections on how to improve visibility and recognition of a scientific journal","Scarano, Fabio Rubio, De Toni, Karen, Amarante, Cristiana Vasconcellos Goulart","Acta Botanica Brasilica; 23(2); 606-611","Acta Botanica Brasilica","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000200032&lang=pt" 
"S0100-19652008000300004-scl","A disseminação de conteúdos em periódicos: propriedades bibliométricas, representações e medidas","Rummler, Guido","Ciência da Informação; 37(3); 51-59","Ciência da Informação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652008000300004&lang=pt" 
"S0103-166X2008000400012-scl","Psicologia da saúde e produção científica","Witter, Geraldina Porto","Estudos de Psicologia (Campinas); 25(4); 577-584","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000400012&lang=pt" 
"S0378-18442008001000010-ven","Análisis de la sistemática actual en Latinoamérica","Michán, Layla, Russell, Jane M, Sánchez Pereyra, Antonio, Llorens Cruset, Antonia, López Beltrán, Carlos","Interciencia; 33(10); 754-761","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008001000010&lang=pt" 
"S0038-23532008000500008-sza","South African research in the context of Africa and globally","Jeenah, Mohammed, Pouris, Anastassios","South African Journal of Science; 104(9-10); 351-354","South African Journal of Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532008000500008&lang=pt" 
"S0034-98872008000800016-chl","Una mirada epistemométrica de la Revista Médica de Chile y su aporte al conocimiento en Medicina","Krauskopf, Manuel, Krauskopf, Erwin","Revista médica de Chile; 136(8); 1065-1072","Revista médica de Chile","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872008000800016&lang=pt" 
"S1024-94352008000400004-cub","La evaluación de la investigación científica: una aproximación teórica desde la cienciometría","Arencibia Jorge, Ricardo, de Moya Anegón, Félix","ACIMED; 17(4); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000400004&lang=pt" 
"S0100-879X2008000400001-scl","Comparison of scientists of the Brazilian Academy of Sciences and of the National Academy of Sciences of the USA on the basis of the h-index","Mugnaini, R., Packer, A.L., Meneghini, R.","Brazilian Journal of Medical and Biological Research; 41(4); 258-262","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000400001&lang=pt" 
"S1024-94352008000200008-cub","El documento de patente y su estructura","Díaz Pérez, Maidelyn","ACIMED; 17(2); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000200008&lang=pt" 
"S1413-99362007000300002-scl","Análise cientométrica dos estudos bibliométricos publicados em periódicos da área de biblioteconomia e ciência da informação (1990-2005)","Machado, Raymundo das Neves","Perspectivas em Ciência da Informação; 12(3); 2-20","Perspectivas em Ciência da Informação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362007000300002&lang=pt" 
"S0378-18442007000900014-ven","Learning to communicate science in developing countries","Packer, Abel L, Meneghini, Rogerio","Interciencia; 32(9); 643-647","Interciencia","Inglês","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442007000900014&lang=pt" 
"S0100-19652007000200009-scl","British psychophysiology society annual meeting (2005): análise da produção","Witter, Geraldina, Souza, Jamili Salem","Ciência da Informação; 36(2); 85-91","Ciência da Informação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652007000200009&lang=pt" 
"S1024-94352007000700006-cub","Mujer y desarrollo en ciencias de la salud: un estudio cienciométrico del Reporte Técnico de Vigilancia desde la perspectiva de género","Vega Almeida, Rosa Lidia, Risco Nolla, Lidiet del, Arencibia Jorge, Ricardo","ACIMED; 16(1); -","ACIMED","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352007000700006&lang=pt" 
"S0120-48232007000100003-col","Análisis bibliométrico y de calidad de la revista Signo y Pensamiento (1982-2006)","Chaviano, Orlando Gregorio","Signo y Pensamiento; (50); 22-32","Signo y Pensamiento","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232007000100003&lang=pt" 
"S1315-01382006000200006-ven","Aproximación al estudio de las tendencias e impacto de la producción científica en salud ocupacional: Estudio de una publicación periódica","Estrada, María, Sánchez Tovar, Ligia, Gómez, Wuilman","Salud de los Trabajadores; 14(2); 69-79","Salud de los Trabajadores","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01382006000200006&lang=pt" 
"S0034-89102006000400020-scl","Revista de Saúde Pública: quarenta anos da produção científica no Brasil","Pereira, Júlio Cesar Rodrigues","Revista de Saúde Pública; 40(spe); 148-159","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000400020&lang=pt" 
"S0034-89102006000400013-scl","Produção científica em nutrição e percepção pública da fome e alimentação no Brasil","Coutinho, Marília, Lucatelli, Márcio","Revista de Saúde Pública; 40(spe); 86-92","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000400013&lang=pt" 
"S0100-19652006000100008-scl","Modelagem de um indicador bibliométrico para análise da dispersão de conhecimentos","Rummler, Guido","Ciência da Informação; 35(1); 63-71","Ciência da Informação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652006000100008&lang=pt" 
